event,host_time,src_ip,src_port,key,pi_name,payload_ts,rssi_dbm,agg_mode,agg_N,dist_m,rssi_mean
LEG_VAST,1761205169.363,,,A,raspberrypi,,,mean,20,10.000,-59.48
RAW,1761205169.549,10.128.97.229,40085,A,raspberrypi,1761205172.603,-60.10,,,,
RAW,1761205170.063,10.128.97.229,40085,A,raspberrypi,1761205173.103,-62.00,,,,
RAW,1761205170.473,10.128.97.229,40085,A,raspberrypi,1761205173.604,-59.60,,,,
RAW,1761205170.982,10.128.97.229,40085,A,raspberrypi,1761205174.105,-63.40,,,,
RAW,1761205171.498,10.128.97.229,40085,A,raspberrypi,1761205174.605,-65.40,,,,
RAW,1761205172.045,10.128.97.229,40085,A,raspberrypi,1761205175.106,-66.00,,,,
RAW,1761205172.521,10.128.97.229,40085,A,raspberrypi,1761205175.606,-66.30,,,,
RAW,1761205173.032,10.128.97.229,40085,A,raspberrypi,1761205176.107,-63.40,,,,
RAW,1761205173.546,10.128.97.229,40085,A,raspberrypi,1761205176.608,-59.00,,,,
RAW,1761205174.056,10.128.97.229,40085,A,raspberrypi,1761205177.108,-55.50,,,,
